"tconst","primaryTitle","startYear","endYear","rank","averageRating","numVotes","directors","writers","genres","IMDbLink","Title_IMDb_Link"
"tt0979263","The Trap: What Happened to Our Dream of Freedom",2007,2007,2851,8.5,2071,"Adam Curtis","Adam Curtis","Documentary","<a href=""https://www.imdb.com/title/tt0979263"" target=""_blank"">tt0979263</a>","<a href=""https://www.imdb.com/title/tt0979263"" target=""_blank"">The Trap: What Happened to Our Dream of Freedom</a>"
"tt11048090","Legendary",2020,2022,2852,8.1,2065,"Glenn Weiss, Rik Reinholdtsen","-","Reality-TV","<a href=""https://www.imdb.com/title/tt11048090"" target=""_blank"">tt11048090</a>","<a href=""https://www.imdb.com/title/tt11048090"" target=""_blank"">Legendary</a>"
"tt21301278","Love Like the Galaxy",2022,2022,2853,8.3,2062,"Zhenxiang Fei","Yimo An, Zou Yue, Yi Zheng","Drama, Mystery, Romance","<a href=""https://www.imdb.com/title/tt21301278"" target=""_blank"">tt21301278</a>","<a href=""https://www.imdb.com/title/tt21301278"" target=""_blank"">Love Like the Galaxy</a>"
"tt0112104","Nowhere Man",1995,1996,2854,8.3,2060,"Steve Stafford, Ian Toynton, James Whitmore Jr., Michael Levine, Tobe Hooper, Guy Magar, Thomas J. Wright, Reza Badiyi, James Darren, Tim Hunter, Steven Robman, Greg Beeman, Mel Damski","Lawrence Hertzog, Art Monterastelli, Joel Surnow, David Ehrman, Erica Byrne, Peter Dunne, Jake Weinberger, Mike Weinberger, Jane Espenson, Schuyler Kent","Mystery, Sci-Fi, Thriller","<a href=""https://www.imdb.com/title/tt0112104"" target=""_blank"">tt0112104</a>","<a href=""https://www.imdb.com/title/tt0112104"" target=""_blank"">Nowhere Man</a>"
"tt1411815","One Outs",2008,2009,2855,8.2,2060,"Yûzô Satô","Shinobu Kaitani","Animation, Drama, Sport","<a href=""https://www.imdb.com/title/tt1411815"" target=""_blank"">tt1411815</a>","<a href=""https://www.imdb.com/title/tt1411815"" target=""_blank"">One Outs</a>"
"tt5975822","Addicted",2016,NA,2856,8.1,2058,"Wei Ding","Jidan Chai, Cu Wu","Drama, Romance","<a href=""https://www.imdb.com/title/tt5975822"" target=""_blank"">tt5975822</a>","<a href=""https://www.imdb.com/title/tt5975822"" target=""_blank"">Addicted</a>"
"tt2311454","Üsküdar'a Giderken",2011,2011,2857,8.4,2057,"Selçuk Aydemir","Selçuk Aydemir","Comedy","<a href=""https://www.imdb.com/title/tt2311454"" target=""_blank"">tt2311454</a>","<a href=""https://www.imdb.com/title/tt2311454"" target=""_blank"">Üsküdar'a Giderken</a>"
"tt22445494","Berserk: The Golden Age Arc - Memorial Edition",2022,2022,2858,8.3,2056,"Toshiyuki Kubooka, Yuta Sano","Kentaro Miura, Ichirô Ôkouchi","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt22445494"" target=""_blank"">tt22445494</a>","<a href=""https://www.imdb.com/title/tt22445494"" target=""_blank"">Berserk: The Golden Age Arc - Memorial Edition</a>"
"tt11273352","Joy of Life",2019,2024,2859,8.2,2053,"Hao Sun, Han Gao, Ruohan Wen","Ni Mao, Juan Wang","Action, Comedy, Drama","<a href=""https://www.imdb.com/title/tt11273352"" target=""_blank"">tt11273352</a>","<a href=""https://www.imdb.com/title/tt11273352"" target=""_blank"">Joy of Life</a>"
"tt11262762","Someday or One Day",2019,2020,2860,8.6,2037,"Tien-Jen Huang","Chi-Feng Chien, Hsin-Hui Lin","Drama, Romance, Sci-Fi","<a href=""https://www.imdb.com/title/tt11262762"" target=""_blank"">tt11262762</a>","<a href=""https://www.imdb.com/title/tt11262762"" target=""_blank"">Someday or One Day</a>"
"tt0432807","The Republic",1998,1998,2861,8.5,2034,"Ziya Öztan","Turgut Özakman","Drama, History, War","<a href=""https://www.imdb.com/title/tt0432807"" target=""_blank"">tt0432807</a>","<a href=""https://www.imdb.com/title/tt0432807"" target=""_blank"">The Republic</a>"
"tt12545180","Ten Year Old Tom",2021,2023,2862,8.2,2034,"Steve Dildarian","Steve Dildarian, Adriana Caballero, Robert Cohen, Karey Dornetto, Yassir Lester, Lauren Rantala, Byron Bowers, Owen Burke, Conor Galvin, Nathan Min","Animation, Comedy","<a href=""https://www.imdb.com/title/tt12545180"" target=""_blank"">tt12545180</a>","<a href=""https://www.imdb.com/title/tt12545180"" target=""_blank"">Ten Year Old Tom</a>"
"tt1464482","The National Parks: America's Best Idea",2009,2009,2863,8.6,2027,"Ken Burns","Dayton Duncan","Documentary, History","<a href=""https://www.imdb.com/title/tt1464482"" target=""_blank"">tt1464482</a>","<a href=""https://www.imdb.com/title/tt1464482"" target=""_blank"">The National Parks: America's Best Idea</a>"
"tt7440274","Medal of Honor",2018,2018,2864,8.2,2025,"James Moll, James Madigan, Robert Legato, Darrin Prescott, Gregg Smrz","Lorna Graham, Brandon Birtell, Kurtis Birtell, Stewart Kaye, Aaron Rapke","Documentary, War","<a href=""https://www.imdb.com/title/tt7440274"" target=""_blank"">tt7440274</a>","<a href=""https://www.imdb.com/title/tt7440274"" target=""_blank"">Medal of Honor</a>"
"tt0096685","Ranma ½",1989,1992,2865,8.1,2020,"Junji Nishimura, Kôji Sawai","Hiroyuki Kawasaki, Kôji Sawai, Rumiko Takahashi, Hiroshi Toda, Michiko Yokote","Action, Animation, Comedy","<a href=""https://www.imdb.com/title/tt0096685"" target=""_blank"">tt0096685</a>","<a href=""https://www.imdb.com/title/tt0096685"" target=""_blank"">Ranma ½</a>"
"tt10405394","Designated Survivor: 60 Days",2019,2019,2866,8.1,2016,"Jong Sun Yoo","Kim Tae-hee","Drama, Thriller","<a href=""https://www.imdb.com/title/tt10405394"" target=""_blank"">tt10405394</a>","<a href=""https://www.imdb.com/title/tt10405394"" target=""_blank"">Designated Survivor: 60 Days</a>"
"tt0096536","Around the World in 80 Days",1989,1989,2867,8.6,2008,"Roger Mills, Clem Vallance","Michael Palin, Jules Verne","Adventure, Documentary","<a href=""https://www.imdb.com/title/tt0096536"" target=""_blank"">tt0096536</a>","<a href=""https://www.imdb.com/title/tt0096536"" target=""_blank"">Around the World in 80 Days</a>"
"tt0115282","Mysteriet på Greveholm",1996,1996,2868,8.1,2008,"Dan Zethraeus","Jesper Harrie, Dan Zethraeus","Comedy, Family, Fantasy","<a href=""https://www.imdb.com/title/tt0115282"" target=""_blank"">tt0115282</a>","<a href=""https://www.imdb.com/title/tt0115282"" target=""_blank"">Mysteriet på Greveholm</a>"
"tt20916800","Half Pants Full Pants",2022,NA,2869,8.2,2000,"V.K. Prakash","Gaurav Mishra, Mani Prasad, Anand Suspi","Drama","<a href=""https://www.imdb.com/title/tt20916800"" target=""_blank"">tt20916800</a>","<a href=""https://www.imdb.com/title/tt20916800"" target=""_blank"">Half Pants Full Pants</a>"
"tt0375466","Takeshi's Castle",1986,1989,2870,8.2,1995,"-","-","Action, Adventure, Comedy","<a href=""https://www.imdb.com/title/tt0375466"" target=""_blank"">tt0375466</a>","<a href=""https://www.imdb.com/title/tt0375466"" target=""_blank"">Takeshi's Castle</a>"
"tt6868278","The Test Case",2018,NA,2871,8.3,1984,"Vinay Waikul, Nagesh Kukunoor","Ishita Moitra, Sudeep Nigam, Mukul Shrivastav, Vibha Singh, Samar Khan, Sagar Pandya","Action, Drama","<a href=""https://www.imdb.com/title/tt6868278"" target=""_blank"">tt6868278</a>","<a href=""https://www.imdb.com/title/tt6868278"" target=""_blank"">The Test Case</a>"
"tt9402026","Run with the Wind",2018,2019,2872,8.3,1979,"Kazuya Nomura, Shintarô Itoga, Hitomi Ezoe, Asami Nakatani, Yûsuke Kamada, Yoshimi Itazu, Yôko Kanamori, Rokô Ogiwara, Yoshiko Okuda, Masako Satô, Masahiro Takata","Kôhei Kiyasu, Shion Miura","Animation, Comedy, Sport","<a href=""https://www.imdb.com/title/tt9402026"" target=""_blank"">tt9402026</a>","<a href=""https://www.imdb.com/title/tt9402026"" target=""_blank"">Run with the Wind</a>"
"tt9348716","Rilakkuma and Kaoru",2019,2019,2873,8.2,1977,"Masahito Kobayashi","Naoko Ogigami, Aki Kondo","Animation, Comedy, Family","<a href=""https://www.imdb.com/title/tt9348716"" target=""_blank"">tt9348716</a>","<a href=""https://www.imdb.com/title/tt9348716"" target=""_blank"">Rilakkuma and Kaoru</a>"
"tt0098834","The Storyteller: Greek Myths",1991,1991,2874,8.1,1976,"David Garfath, John Madden, Tony Smith, Paul Weiland","Anthony Minghella, Nigel Williams","Adventure, Drama, Family","<a href=""https://www.imdb.com/title/tt0098834"" target=""_blank"">tt0098834</a>","<a href=""https://www.imdb.com/title/tt0098834"" target=""_blank"">The Storyteller: Greek Myths</a>"
"tt12853970","Shinchan",1992,NA,2875,8.4,1969,"Mitsuru Hongô, Keiichi Hara, Yûji Mutô","Yoshito Usui, Hiroko Naka","Animation, Comedy, Family","<a href=""https://www.imdb.com/title/tt12853970"" target=""_blank"">tt12853970</a>","<a href=""https://www.imdb.com/title/tt12853970"" target=""_blank"">Shinchan</a>"
"tt13617024","Headspace Guide to Meditation",2021,2021,2876,8.4,1959,"Devin Clark, Magnus Atom, Gabriel de Bruin, Yuval Haker, Katy Wang","Tarkan Küçükaksu","Animation, Documentary","<a href=""https://www.imdb.com/title/tt13617024"" target=""_blank"">tt13617024</a>","<a href=""https://www.imdb.com/title/tt13617024"" target=""_blank"">Headspace Guide to Meditation</a>"
"tt11820524","Ek Duje Ke Vaaste 2",2020,NA,2877,8.6,1957,"Jai Basantu Singh, Ranjeet Gupta, Yogesh Bijendra Bhati","Dilip Jha, Manu Sharma, Aditya Singh, Akash Virmani","Romance","<a href=""https://www.imdb.com/title/tt11820524"" target=""_blank"">tt11820524</a>","<a href=""https://www.imdb.com/title/tt11820524"" target=""_blank"">Ek Duje Ke Vaaste 2</a>"
"tt1949650","Best of Luck Nikki",2011,2016,2878,8.5,1957,"David Polycarp","Shoonya, Minty Tejpal","Comedy, Family","<a href=""https://www.imdb.com/title/tt1949650"" target=""_blank"">tt1949650</a>","<a href=""https://www.imdb.com/title/tt1949650"" target=""_blank"">Best of Luck Nikki</a>"
"tt7418578","Go Back Couple",2017,2017,2879,8.2,1955,"Ha Byung-hoon","-","Drama, Fantasy, Romance","<a href=""https://www.imdb.com/title/tt7418578"" target=""_blank"">tt7418578</a>","<a href=""https://www.imdb.com/title/tt7418578"" target=""_blank"">Go Back Couple</a>"
"tt0098774","The Crystal Maze",1990,2020,2880,8.1,1950,"David G. Croft, Dominic Brigstocke, Toby Baker","Jacques Antoine, Peter Arnold, David Bodycombe, Adam Howarth, Simon Tayler, Bob Thorne, Simonette Mougne, Dave Poole, Cad Delworth, Peter Middleton, Lloyd Bettell-Higgins","Adventure, Comedy, Family","<a href=""https://www.imdb.com/title/tt0098774"" target=""_blank"">tt0098774</a>","<a href=""https://www.imdb.com/title/tt0098774"" target=""_blank"">The Crystal Maze</a>"
"tt1422182","Monty Python: Almost the Truth - The Lawyer's Cut",2009,2009,2881,8.1,1947,"Bill Jones, Alan G. Parker, Ben Timlett","-","Biography, Documentary","<a href=""https://www.imdb.com/title/tt1422182"" target=""_blank"">tt1422182</a>","<a href=""https://www.imdb.com/title/tt1422182"" target=""_blank"">Monty Python: Almost the Truth - The Lawyer's Cut</a>"
"tt0212395","Now and Again",1999,2000,2882,8.1,1944,"Vincent Misiano, Ronald L. Schwary, Glenn Gordon Caron, David Hugh Jones, Christopher Misiano, Susan Seidelman, Bryan Spicer, Alan Taylor, Timothy Van Patten, Harry Winer, Jace Alexander, Bob Balaban, Stephen Cragg, Aaron Lipstadt, Sandy Smolan, Martha Mitchell","Glenn Gordon Caron, Michael Angeli, René Echevarria, Ted Humphrey, Marlane Meyer, Thom Bray, Debbie Sarjeant, Hans Tobeason, Dan E. Fesman, Harry Victor","Adventure, Comedy, Drama","<a href=""https://www.imdb.com/title/tt0212395"" target=""_blank"">tt0212395</a>","<a href=""https://www.imdb.com/title/tt0212395"" target=""_blank"">Now and Again</a>"
"tt31887832","The First Frost",2025,NA,2883,8.5,1927,"Yvonne Yang","Yi Zhu","Drama, Romance","<a href=""https://www.imdb.com/title/tt31887832"" target=""_blank"">tt31887832</a>","<a href=""https://www.imdb.com/title/tt31887832"" target=""_blank"">The First Frost</a>"
"tt0375289","Crni Gruja",2003,2007,2884,8.3,1923,"Milorad Milinkovic, Igor Stoimenov, Marko Marinkovic","Aleksandar Lazic, Rade Markovic, Jovan Popovic","Comedy","<a href=""https://www.imdb.com/title/tt0375289"" target=""_blank"">tt0375289</a>","<a href=""https://www.imdb.com/title/tt0375289"" target=""_blank"">Crni Gruja</a>"
"tt1163129","Journey to the West",1986,2000,2885,8.7,1921,"Jie Yang","Cheng'en Wu, Yinglu Dai, Jie Yang, Yiqing Zou","Action, Adventure, Fantasy","<a href=""https://www.imdb.com/title/tt1163129"" target=""_blank"">tt1163129</a>","<a href=""https://www.imdb.com/title/tt1163129"" target=""_blank"">Journey to the West</a>"
"tt6088326","Chef's Table: France",2016,2016,2886,8.2,1921,"David Gelb, Andrew Fried, Clay Jeter","-","Documentary","<a href=""https://www.imdb.com/title/tt6088326"" target=""_blank"">tt6088326</a>","<a href=""https://www.imdb.com/title/tt6088326"" target=""_blank"">Chef's Table: France</a>"
"tt10691888","AEW Dynamite",2019,NA,2887,8.3,1914,"Matt Burns","Tony Khan","Action, Sport","<a href=""https://www.imdb.com/title/tt10691888"" target=""_blank"">tt10691888</a>","<a href=""https://www.imdb.com/title/tt10691888"" target=""_blank"">AEW Dynamite</a>"
"tt1415175","Yellowstone",2009,2009,2888,8.4,1913,"-","-","Documentary","<a href=""https://www.imdb.com/title/tt1415175"" target=""_blank"">tt1415175</a>","<a href=""https://www.imdb.com/title/tt1415175"" target=""_blank"">Yellowstone</a>"
"tt2131368","The Layover",2011,2013,2889,8.2,1912,"Tom Vitale, Anna Chai, Claudia Woloshin, Jared Andrukanis","Anthony Bourdain","Documentary","<a href=""https://www.imdb.com/title/tt2131368"" target=""_blank"">tt2131368</a>","<a href=""https://www.imdb.com/title/tt2131368"" target=""_blank"">The Layover</a>"
"tt3434132","Raised by Wolves",2013,2016,2890,8.2,1897,"Ian Fitzgibbon","Caitlin Moran, Caroline Moran, James Moran","Comedy","<a href=""https://www.imdb.com/title/tt3434132"" target=""_blank"">tt3434132</a>","<a href=""https://www.imdb.com/title/tt3434132"" target=""_blank"">Raised by Wolves</a>"
"tt0084971","Alternatywy 4",1986,1986,2891,8.7,1894,"Stanislaw Bareja","Stanislaw Bareja, Janusz Plonski, Maciej Rybinski","Comedy","<a href=""https://www.imdb.com/title/tt0084971"" target=""_blank"">tt0084971</a>","<a href=""https://www.imdb.com/title/tt0084971"" target=""_blank"">Alternatywy 4</a>"
"tt0390769","Shrimaan Shrimati",1994,NA,2892,8.7,1880,"Rajan Waghdhare","Ashok Patole","Comedy","<a href=""https://www.imdb.com/title/tt0390769"" target=""_blank"">tt0390769</a>","<a href=""https://www.imdb.com/title/tt0390769"" target=""_blank"">Shrimaan Shrimati</a>"
"tt2326517","Finding Your Roots with Henry Louis Gates, Jr.",2012,NA,2893,8.7,1877,"Sabin Streeter, Krista Whetstone, Hazel Gurland, Jesse Sweet, Josh Gleason, Muriel Soenens, Jamila Wignot, Phil Bertelsen, Hannah Olson, Lindsey Megrue","Henry Louis Gates Jr.","Biography, Documentary, History","<a href=""https://www.imdb.com/title/tt2326517"" target=""_blank"">tt2326517</a>","<a href=""https://www.imdb.com/title/tt2326517"" target=""_blank"">Finding Your Roots with Henry Louis Gates, Jr.</a>"
"tt0071028","Otpisani",1974,1975,2894,8.5,1873,"Aleksandar Djordjevic","Dragan Markovic, Sinisa Pavic","Action, Drama, War","<a href=""https://www.imdb.com/title/tt0071028"" target=""_blank"">tt0071028</a>","<a href=""https://www.imdb.com/title/tt0071028"" target=""_blank"">Otpisani</a>"
"tt32896333","No One Will Miss Us",2024,NA,2895,8.3,1866,"Catalina Aguilar Mastretta, Samuel Kishi","Adriana Pelusi, Gibrán Portela","Drama","<a href=""https://www.imdb.com/title/tt32896333"" target=""_blank"">tt32896333</a>","<a href=""https://www.imdb.com/title/tt32896333"" target=""_blank"">No One Will Miss Us</a>"
"tt1288631","Un village français",2009,2017,2896,8.4,1865,"Jean-Philippe Amar, Philippe Triboit, Patrice Martineau, Jean-Marc Brondolo, Olivier Guignard","Emmanuel Daucé, Frédéric Krivine, Philippe Triboit, Marine Francou, Sylvie Chanteux, Benjamin Dupas, Emmanuel Salinger, Brigitte Bémol, Frédéric Azémar, Fanny Herrero, Marie Roussin, Hugues Girard, Emmanuelle Sardou, Cédric Salmon, Vincent Solignac, Claude Cauwet, Séverine Jacquet, Jean-Philippe Amar, Sophie Bocquillon, Christiane Lebrima","Drama, History","<a href=""https://www.imdb.com/title/tt1288631"" target=""_blank"">tt1288631</a>","<a href=""https://www.imdb.com/title/tt1288631"" target=""_blank"">Un village français</a>"
"tt8865016","Story of Yanxi Palace",2018,2018,2897,8.2,1860,"Kaidong Hui, De-Guang Wen","Zheng Yu, Mo Zhou","Comedy, Drama, History","<a href=""https://www.imdb.com/title/tt8865016"" target=""_blank"">tt8865016</a>","<a href=""https://www.imdb.com/title/tt8865016"" target=""_blank"">Story of Yanxi Palace</a>"
"tt0435033","Hunter x Hunter: Greed Island",2003,2003,2898,8.3,1859,"Yukihiro Matsushita","Nobuaki Kishima, Yoshihiro Togashi","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0435033"" target=""_blank"">tt0435033</a>","<a href=""https://www.imdb.com/title/tt0435033"" target=""_blank"">Hunter x Hunter: Greed Island</a>"
"tt7052634","The Rise of Phoenixes",2018,2018,2899,8.4,1858,"Haibo Liu, Yan Shen","Uros Bor, U.L.J. Burrows, Tianxia Guiyuan, Zhao Bin, Wang Pei, Zou Yue","Drama, History, Romance","<a href=""https://www.imdb.com/title/tt7052634"" target=""_blank"">tt7052634</a>","<a href=""https://www.imdb.com/title/tt7052634"" target=""_blank"">The Rise of Phoenixes</a>"
"tt0078680","Rumpole of the Bailey",1978,1992,2900,8.4,1854,"Donald McWhinnie, Roger Bamford, Julian Amyes, Robert Tronson, Graham Evans, Herbert Wise, Robert Knights, Brian Farnham, Martyn Friend, Rodney Bennett, Mike Vardy, John Gorrie, Derek Bennett, Peter Hammond, John Glenister, Stuart Burge, Bill Hays, Tony Smith, Jim Goddard, Michael Simpson, James Cellan Jones","Noël Coward, John Mortimer","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt0078680"" target=""_blank"">tt0078680</a>","<a href=""https://www.imdb.com/title/tt0078680"" target=""_blank"">Rumpole of the Bailey</a>"
"tt0108961","Time Team",1994,NA,2901,8.5,1852,"Graham Dixon, Michael Douglas, Siân Price, Simon Raikes, Brendan Hughes, Laurence Vulliamy, Mel Morpeth, Nick Gillam-Smith, Emily Boulting, Nick Metcalfe, Lucy McDowell, James Franklin, Jobim Sampson, Carole Peters, Jeremy Cross, Patrick McGrady, Graham Johnston, Amanda Fidler, Billie Pink, Adam Warner, Andrea Dixon, Sophie Elwin-Harris, Robert Marshall, George Pagliero, Chris Rushton, Michael Waterhouse, David W. Brady, Tony Lee, Richard Bright, Derek Pitman, Rich Potter, Lawrence Shaw, Alex West, Simon Everson, Gary Hunter, Duncan Hess, John Maguire, Jonathan Palmer, Karen Plumb, Dominic Ozanne, Chloe Solomon, Stephen Warburton, Stuart Tanner, Christopher Rowley, Kim Duke, Dominick French, James Millar, Karen Walsh, Fred Aidroos, Wayne Derrick, Ian Michael Jones, Mike Taylor, Caroline Allward, Jonathan Barker, Claire Lasko, Simon Ludgate, Jeff Morgan, Karen Kirk","Tony Robinson, Stephen Milton, Matthew Booi, Tim Taylor, David Kenyon Webster","Documentary, History","<a href=""https://www.imdb.com/title/tt0108961"" target=""_blank"">tt0108961</a>","<a href=""https://www.imdb.com/title/tt0108961"" target=""_blank"">Time Team</a>"
"tt0042168","What's My Line?",1950,1967,2902,8.5,1840,"Franklin Heller, Frank Satenstein, Paul Alter, S. Robert Rowe, Paul Monroe, Ira Skutch","-","Family, Game-Show","<a href=""https://www.imdb.com/title/tt0042168"" target=""_blank"">tt0042168</a>","<a href=""https://www.imdb.com/title/tt0042168"" target=""_blank"">What's My Line?</a>"
"tt27859721","99",2024,2024,2903,8.6,1839,"Sampson Collins","-","Documentary, Sport","<a href=""https://www.imdb.com/title/tt27859721"" target=""_blank"">tt27859721</a>","<a href=""https://www.imdb.com/title/tt27859721"" target=""_blank"">99</a>"
"tt6484074","Legacy: The True Story of the LA Lakers",2022,2022,2904,8.2,1839,"Antoine Fuqua","Steven Leckart","Documentary, History, Sport","<a href=""https://www.imdb.com/title/tt6484074"" target=""_blank"">tt6484074</a>","<a href=""https://www.imdb.com/title/tt6484074"" target=""_blank"">Legacy: The True Story of the LA Lakers</a>"
